Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained
D055,Luke,Differential flight responses of spring staging Teal Anas crecca and Wigeon A-penelope to human versus natural disturbance,"Bregnballe, T.",2017,Wildfowl,Migration,Site,Denmark,Europe,multi-species,Anus penelope,Duck,Yes,Disturbance type,Recreational,Walking,Behavioural,Movement,Yes,Negative,NA,Compared the flight distance when flushed by human activites (mainly walking but also cyclists and farming machinary) compared to natural disturbances (mainly other birds). The flight distacnes were generally longer for both species when disturbed by human activities. For both species human disurbance was not the most common type of disturbance. ,,Yes
D055,Luke,Differential flight responses of spring staging Teal Anas crecca and Wigeon A-penelope to human versus natural disturbance,"Bregnballe, T.",2017,Wildfowl,Migration,Site,Denmark,Europe,multi-species,Anas crecca,Duck,Yes,Disturbance type,Recreational,Walking,Behavioural,Movement,Yes,Negative,NA,Compared the flight distance when flushed by human activites (mainly walking but also cyclists and farming machinary) compared to natural disturbances (mainly other birds). The flight distacnes were generally longer for both species when disturbed by human activities. For both species human disurbance was not the most common type of disturbance. ,,Yes
D056,Luke,"Marsh management, reserve creation, hunting periods and carrying capacity for wintering ducks and coots","Brochet, AL.",2009,Biodiversity and Conservation,Overwinter,Regional,France,Europe,multi-species,Multiple,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,"The exanmined the abundance of 9 species of duck and coots. They exmained if sites with no hunting differed in abundace compared to sites with different levels of hunting. At the regional scale, hunting did not affect the diurnal distibution over the whole region examined. Although there as a negative affect of hunting on the distribution of diurnal roosts but I put the Effect here as neutral as diurnal distribution is probably more important than the roosts. ",,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Vanellus vanellus,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Movement,Yes,Negative,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. Flight was more fequent on huting days compare to days before. For Lapwings flight was more frequent on days after huting compared to days before,,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Pluvialis apricaria,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Movement,Yes,Negative,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. Flight was more fequent on huting days compare to days before,,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Vanellus vanellus,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Vigilance,Yes,Negative,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. Vigliance was higher on huting days than the day before,,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Pluvialis apricaria,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Vigilance,Yes,Negative,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. Vigliance was higher on huting days than the day before. For Golden plover vigiland was higher on the day after hunting compared to the day before. ,,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Vanellus vanellus,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Feeding,No,Neutral,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. Feeding rates were not influenced on hunting days comapred to the day before and after.,,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Pluvialis apricaria,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Feeding,No,Neutral,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. Feeding rates were not influenced on hunting days comapred to the day before and after.,,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Vanellus vanellus,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. On hunting days species moved to huting free areas but the day after hunting disturbution returned to the same as it was the day before ,,Yes
D057,Luke,Effects of hunting on the behaviour and spatial distribution of farmland birds: importance of hunting-free refuges in agricultural areas,"Casas, F.",2009,Animal Conservation,Overwinter,Site,France,Europe,multi-species,Pluvialis apricaria,Waders,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Examined movement/behaviour of lapwind/golden plover on hunting days compared to days before and after. On hunting days species moved to huting free areas but the day after hunting disturbution returned to the same as it was the day before ,,Yes
D058,Luke,Hunting influences the diel patterns in habitat selection by northern pintails Anas acuta,"Casazza, ML.",2012,Wildlife Biology,Overwinter,Site,USA,North America,single-species,Anas acuta,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,NA,Exmained habitat selection of radio tagged Pintails during the hunting season and during the none hunting period in the same winter. When hunting occurred selection for an important food source (brass buttons) and permanent pools shifted. There was in interaction with day/night so the effects is complicated (page 7) but baiscally seems as though when hunting starts the shifts too using this important food source during the night more. Also selection for protected areas was higher during the day when hunting occured compared to when it didn't although during both periods it was positively selected for. No testing of whether of how this affects the birds fitness. ,,Yes
D059,Luke,"Diurnal variation in the behaviour of the Pink-footed Goose (Anser brachyrhynchus) during the spring stopover in Trondelag, Norway","Chudzinska, M.",2013,Journal of Ornithology,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Site: Disturbed vs non-disturbed/protected area,Recreational,,Behavioural,Feeding,,Negative,NA,"Exmained the effects of predictable, unpredictable and not disturbance on the behaviour of spring staging Pink-footed Geese. Disturbance lowered feeding and increased vigilance. Unpredictable disturbance has the largest effect. Vehicles seemed to be on of the mian disturbance types but there were walkers, cyclists, trains, farmers and predators. ","Lumped together responses to recreational disturbance with scaring by farmers, natural predators and vehicles - don't test specifically for recreational disturbance effects - remove. ",No
D059,Luke,"Diurnal variation in the behaviour of the Pink-footed Goose (Anser brachyrhynchus) during the spring stopover in Trondelag, Norway","Chudzinska, M.",2013,Journal of Ornithology,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Site: Disturbed vs non-disturbed/protected area,Recreational,,Behavioural,Vigilance,,Negative,NA,"Exmained the effects of predictable, unpredictable and not disturbance on the behaviour of spring staging Pink-footed Geese. Disturbance lowered feeding and increased vigilance. Unpredictable disturbance has the largest effect. Vehicles seemed to be on of the mian disturbance types but there were walkers, cyclists, trains, farmers and predators. ","Lumped together responses to recreational disturbance with scaring by farmers, natural predators and vehicles - don't test specifically for recreational disturbance effects - remove. ",No
D060,Luke,Foraging behaviour and fuel accumulation of capital breeders during spring migration as derived from a combination of satellite- and ground-based observations,"Chudzinska, M.",2016,Journal of Avian Biology,Migration,Regional,Norway,Europe,single-species,Anser brachyrhynchus,Geese,Yes,NA,Recreational,Vehicles,Behavioural,FID,,Neutral,NA,"May not be suitable. Looks at how FID from an approacing car changes at different ponts along the migration, (i.e. between wintering and staging sites). Found FID became smaller at the last stopover suggesting that birds became less risk averse. Didn’t test the effect of the disturbance on behaviour/movement or anything else. ",Looks at responses to a motorised vehicle - not relevant - remove.,No 
D061,Luke,Varying energetic costs of Brent Geese along a continuum from aquatic to agricultural habitats: the importance of habitat-specific energy expenditure,Clausen KK.,2013,Journal of Ornithology,Migration,National,Denmark,Europe,single-species,Branta bernicla,Geese,No,NA,Recreational,,Behavioural,TAB,Yes,Negative,NA,I have flagged this one because they actually show that time activity budgets differ with habitat types. They then show that disturbance levels differ between habitat types but they do no formal testing to show an influence of disturbance on time activity budgets.,Include but weak evidence of disturbance effects. Should be index of recreational disturbance. ,Yes
D062,Luke,Sharing waters: the impact of recreational kayaking on moulting mute swans Cygnus olor,Clausen KK.,2020,Journal of Ornithology,Moult,Site,Denmark,Europe,single-species,Cygnus olor,Swan,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Boating,Behavioural,FID,NA,NA,297,This is actually the distance that Mute Swans started swimming away from an approaching Kayak. No comaparison with other disturbance types. ,,Yes
D062,Luke,Sharing waters: the impact of recreational kayaking on moulting mute swans Cygnus olor,Clausen KK.,2020,Journal of Ornithology,Moult,Site,Denmark,Europe,single-species,Cygnus olor,Swan,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Boating,Behavioural,Movement,Yes,Negative,NA,Showed that each time a Mute Swan was moved by a kayak approaching they swam for 376m and this took on average 8mins and 40 secs. No comaparison with other disturbance types. ,,Yes
D062,Luke,Sharing waters: the impact of recreational kayaking on moulting mute swans Cygnus olor,Clausen KK.,2020,Journal of Ornithology,Moult,Site,Denmark,Europe,single-species,Cygnus olor,Swan,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Boating,Behavioural,Feeding,Yes,Negative,NA,Compared the behviour of Mute Swans that have been disturbed by Kayaks to their own behaviour prior and post disturbance. Feeding rates were lower during and after disturbance compared to before. ,,Yes
D062,Luke,Sharing waters: the impact of recreational kayaking on moulting mute swans Cygnus olor,Clausen KK.,2020,Journal of Ornithology,Moult,Site,Denmark,Europe,single-species,Cygnus olor,Swan,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Boating,Behavioural,Vigilance,Yes,Negative,NA,Compared the behviour of Mute Swans that have been disturbed by Kayaks to their own behaviour prior and post disturbance. Enegry expenditure was higher during disturbance but was the same both prior to and post disturbance. ,,Yes
D063,Luke,"Waterbird flight initiation distances at Barberspan Bird Sanctuary, South Africa","Coetzer, C.",2017,KOEDOE,Overwinter,Site,South Africa,Africa,multi-species,Multiple,Duck,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,70,Measured FID at a reserve in a South Africa. The researchers walked at waterbirds and measured the FIDs. There was no comparison with other disturbance types or exmaination of fitness effects. I have given average FIDs for the groups. A breakdown by species can be found in Table 2. ,,Yes
D063,Luke,"Waterbird flight initiation distances at Barberspan Bird Sanctuary, South Africa","Coetzer, C.",2017,KOEDOE,Overwinter,Site,South Africa,Africa,multi-species,Multiple,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,44,Measured FID at a reserve in a South Africa. The researchers walked at waterbirds and measured the FIDs. There was no comparison with other disturbance types or exmaination of fitness effects. I have given average FIDs for the groups. A breakdown by species can be found in Table 2. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Multiple,Waders,No,NA,Recreational,Walking,Physiological,TEB,No,Neutral,NA,"They flushed 10 species of wader and measured FID, escapoe flight duration and total time lost of escape flight and subsequent vigilance. They then used an energetics model to show that it would take a lot of disturbance flights to increase daily energy expenditure a lot. Since disurbance at the site was low the concluded that disturbance was unlikely to effect energetics negatively. The only porblem was that they didn't measure the number of disturbance events that normally occur but it is unliekly to exceed what they preume. ",,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Numenius arquata,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,340.33,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Haematopus ostralegus,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,97.28,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Limosa lapponica,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,84.36,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Pluvialis squatarola,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,132.27,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Tringa totanus,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,79.83,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Calidris canutus,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,71.83,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Arenaria interpres,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,31.5,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Charadrius hiaticula,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,41.07,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Calidris alba,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,25,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D064,Luke,"Variability in the area, energy and time costs of wintering waders responding to disturbance","Collop, C.",2016,Ibis,Overwinter,Site,United Kingdom,Europe,multi-species,Calidris alpina,Waders,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,43.93,Measure FID in the 10 species of wader by walking at them. They did not compare with other disturbance types. They did look at potential fitness effects and this is on a separate row under TEB as the Response type. FIDs in table 1. ,,Yes
D065,Luke,Winter Time-Activity Budgets of Diving Ducks on Eastern Texas Reservoirs,"Crook, SL.",2009,Waterbirds,Overwinter,Site,USA,North America,multi-species,Multiple,Duck,No,NA,Recreational,Boating,Behavioural,TAB,,Negative,NA,"They do no measure disturbance directly and that is why I flagged this paper. They suggest that the reason the time spent locomoting could differ between reserviors due to differences in boat traffic but they never quantify this disturbance source. (see top of page 556, they explicitly say they do no measure disturbance)",Disturbance not quantified directly - just mention possible differences in boat traffic - remove. ,No 
D066,Luke,"Gallant geese, fearful flocks? Flock size and heterospecifics alter the escape behaviour of an invasive goose","Deboelpaep, E.",2018,Belgian Journal of Zoology,Overwinter,Site,Belgium,Europe,single-species,Branta Candensis,Geese,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,44.9,They measure FIDs of Canada geese at three parks in Belgium. Canada Geese are sometimes in mixed species flocks as well as single species flocks. Hard to provide a single measure of FID (Table 1) but I took an average. They do not directly show that more disturbed areas have reduced FIDs (they claim to have in the abstract a bit). Again this is another study that compares a couple of sites and then tries to pin the difference between sites on disturbance without ever measuring disturbance. ,,Yes
D067,Luke,Boat disturbance effects on moulting common eiders Somateria mollissima,"Denhard, N.",2019,Marine Biology,Moult,Site,Norway,Europe,single-species,Somateria mollissima,Duck,No,NA,Recreational,Boating,Behavioural,FID,NA,NA,177,Measured the flight initiation distance of Common Eiders to recreational boat traffic. They counted FID as both swimming and flying away,,Yes
D067,Luke,Boat disturbance effects on moulting common eiders Somateria mollissima,"Denhard, N.",2019,Marine Biology,Moult,Site,Norway,Europe,single-species,Somateria mollissima,Duck,No,NA,Recreational,Boating,Behavioural,Movement,Yes,Negative,NA,The looked at the average flight disance of birds that were flushed by boat traffic. They found it was on average 771m. ,,Yes
D067,Luke,Boat disturbance effects on moulting common eiders Somateria mollissima,"Denhard, N.",2019,Marine Biology,Moult,Site,Norway,Europe,single-species,Somateria mollissima,Duck,No,NA,Recreational,Boating,Behavioural,Habitat selection,Yes,Negative,NA,They looked at the sites Common Eiders used before and after being disturbed by boat traffic. After feeding birds were more likely to be in an area that was not suitbale to feeding as the water was too deep. They suggest that this may have a negative effect on birds but do not test for fitness effects or have an energetics model. ,,Yes
D067,Luke,Boat disturbance effects on moulting common eiders Somateria mollissima,"Denhard, N.",2019,Marine Biology,Moult,Site,Norway,Europe,single-species,Somateria mollissima,Duck,No,NA,Recreational,Boating,Behavioural,TAB,Yes,Negative,NA,They looked at the time it took for Commpon Eiders to truern to the bhevaiour they were exhibiting prior to being disturbed by a boat. In most cases this was less than 10 mins but in some instacnes it was over an hour. They suggest that this may have a negative effect on birds but do not test for fitness effects or have an energetics model. ,,Yes
D068,Luke,Does traditional shellfishing affect foraging by waders? The case of the Tagus estuary (Portugal),"Dias, MP.",2008,Acta Oecologica,Year-round,Site,Portugal,Europe,multi-species,Multiple,Waders,No,NA,Recreational,Bait digging,Site,,,Negative,NA,"I have flagged this paper as they do not examine the effect of disturbance on any of the response types given. All they do is look at the proportion of habitat that could be disturbed by quanitfying the number of bait-diggers, deriving FIDs from the lit and then scalig up to the total percentage of habitats that could be disturbed by the bait diggers. They never measure changes in abudnacne of behaviour of birds in reponse to the disturbance. ",,No 
D069,Luke,Light Goose Conservation Order Effects on Nontarget Waterfowl Behavior and Energy Expenditure,"Dinges, AJ.",2016,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,No,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,No,Neutral,NA,They compared behaviour of dabbling ducks on days when hunting was permitted vs days when hunting was not permitted on various wetlands across the study regions. They found no difference in behaviour between days when hunting was and wasn't permitted. ,,Yes
D069,Luke,Light Goose Conservation Order Effects on Nontarget Waterfowl Behavior and Energy Expenditure,"Dinges, AJ.",2016,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,No,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Behavioural,TAB,No,Neutral,NA,They compared behaviour of dabbling ducks on wetland where hunting was permitted with paired wetlands where hunting was not permitted. They did find differences in feeding and resting time between wetland types but this effect completely switched between the two study years so I have put the effect as neuatral as there was no clear effect of hunting on behviour from these data. ,,Yes
D069,Luke,Light Goose Conservation Order Effects on Nontarget Waterfowl Behavior and Energy Expenditure,"Dinges, AJ.",2016,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,No,Disturbance type,Wildfowling,Shooting,Behavioural,TAB,Yes,Negative,NA,They compared behaviour of dabbling ducks  across different intensities of shooting at wetlands open to hunting. At lower intensities of shooting ducks spent less time resting and more time feeding. I have put the effect as negative as it smees energy intake would be higher at these low intensity shooting areas.,,Yes
D069,Luke,Light Goose Conservation Order Effects on Nontarget Waterfowl Behavior and Energy Expenditure,"Dinges, AJ.",2016,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,multi-species,Chen caerulescens,Geese,Yes,Disturbance type,Wildfowling,Shooting,Behavioural,TAB,No,Neutral,NA,They compared behaviour of this goose species across different intensities of shooting. Behaviour was the same across different intensities of shooting. ,,Yes
D069,Luke,Light Goose Conservation Order Effects on Nontarget Waterfowl Behavior and Energy Expenditure,"Dinges, AJ.",2016,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,multi-species,Anser albifrons,Geese,Yes,Disturbance type,Wildfowling,Shooting,Behavioural,TAB,No,Neutral,NA,They compared behaviour of this goose species across different intensities of shooting. Behaviour was the same across different intensities of shooting. ,,Yes
D069,Luke,Light Goose Conservation Order Effects on Nontarget Waterfowl Behavior and Energy Expenditure,"Dinges, AJ.",2016,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,multi-species,Anas platyrhynchos,Duck,No,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Physiological,TEB,No,Neutral,NA,They comapred the hourly energy expenditure for weltands open and closed to hunting using an energetics model. For Pintail there was no difference in energy expenditure between wetlands and for Mallards energey expenditure was actually higher on wetlands closed to hunting so no shooting wasn't increasing energey expenditure. ,,Yes
D069,Luke,Light Goose Conservation Order Effects on Nontarget Waterfowl Behavior and Energy Expenditure,"Dinges, AJ.",2016,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,multi-species,Anas acuta,Duck,No,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Physiological,TEB,No,Neutral,NA,They compared the hourly energy expenditure for weltands open and closed to hunting using an energetics model. For Pintail there was no difference in energy expenditure between wetlands and for Mallards energey expenditure was actually higher on wetlands closed to hunting so no shooting wasn't increasing energey expenditure. ,,Yes
D070,Luke,Effects of the Light Goose Conservation Order on non-target waterfowl distribution during spring migration,"Dinges, AJ.",2015,Wildlife Biology,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,No,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,They compared the abundance of dabbling ducks on wetlands closed and open to hunting. The ducks were not target species. The found abundace was lower on wetlands open to hunting across the entire study period. ,,Yes
D070,Luke,Effects of the Light Goose Conservation Order on non-target waterfowl distribution during spring migration,"Dinges, AJ.",2015,Wildlife Biology,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,No,Disturbance type,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,They compared the abundance of dabbling ducks on wetlands that were open to hunting but different in the freuency of shooting. They found no difference in abundacne between different shooting intensities. ,,Yes
D070,Luke,Effects of the Light Goose Conservation Order on non-target waterfowl distribution during spring migration,"Dinges, AJ.",2015,Wildlife Biology,Overwinter,Regional,USA,North America,multi-species,Anser albifrons,Geese,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,They compared the abundance of huntedWhite-fronted geese on wetlands closed and open to hunting. They found no significant difference in abundance between wetland types. ,,Yes
D071,Luke,Mallard Response to Experimental Walk-In and Shooting Disturbance,"Dooley, JL.",2010,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Anas platyrhynchos,Duck,Yes,Disturbance type,Wildfowling,Shooting,Behavioural,Movement,Yes,Negative,NA,They compared the reponse of Mallard to shooting disturbance compared to walking disturbance. Tey found that mean flight distance in reponse to disturbance was greater in the case of shooting. ,,Yes
D071,Luke,Mallard Response to Experimental Walk-In and Shooting Disturbance,"Dooley, JL.",2010,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Anas platyrhynchos,Duck,Yes,Disturbance type,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,They looked at the return rates of Mallard to sites were they had been disturbed by shooting or walking and comaprd this also to birds that had not been disturbed. Both disturbance types meant birds were more likely to leave to a site and also less likely to return to a site the following afternoon. There was no difference in return rates between the two disturbance types. Most birds exposed to shooting (c72.5%) returned to the disturbed site within one day. ,,Yes
D072,Luke,"Long-term changes in agricultural practices and wildfowling in an internationally important wetland, and their effects on the guild of wintering ducks","Duncan, P.",1999,Journal of Applied Ecology,Overwinter,Site,France,Europe,multi-species,Multiple,Duck,Yes,NA,Wildfowling,Shooting,Site,Local abundance,,Negative,NA,"I have flagged this one because they do not realte the changes in hunting intensity, (which are all kind of proxies) to the changes in local abudance of ducks that they measure. There is no analysis where local abundance is a predictor and anything to do with shooting disturbance or disturbance is a response. ",,No
D073,Luke,"Time allocation by greater white-fronted geese - influence of diet, energy reserves and predation","Ely, CR.",1992,Condor,Overwinter,Regional,USA,North America,single-species,Anser albifrons,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Movement,Yes,Negative,NA,"The measured the behvaiour and movement (number of disturbances) during winter. They compared behaviour/movement during time periods over the winter when hunting was permitted and not permitted. When hunting took place geese fed less, were alert more and were disturbed more frequently compared to periods when hunting was no permitted. This was conducted across three different core wintering areas in Western USA.",,Yes
D073,Luke,"Time allocation by greater white-fronted geese - influence of diet, energy reserves and predation","Ely, CR.",1992,Condor,Overwinter,Regional,USA,North America,single-species,Anser albifrons,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Feeding,Yes,Negative,NA,"The measured the behvaiour and movement (number of disturbances) during winter. They compared behaviour/movement during time periods over the winter when hunting was permitted and not permitted. When hunting took place geese fed less, were alert more and were disturbed more frequently compared to periods when hunting was no permitted. This was conducted across three different core wintering areas in Western USA.",,Yes
D073,Luke,"Time allocation by greater white-fronted geese - influence of diet, energy reserves and predation","Ely, CR.",1992,Condor,Overwinter,Regional,USA,North America,single-species,Anser albifrons,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Vigilance,Yes,Negative,NA,"The measured the behvaiour and movement (number of disturbances) during winter. They compared behaviour/movement during time periods over the winter when hunting was permitted and not permitted. When hunting took place geese fed less, were alert more and were disturbed more frequently compared to periods when hunting was no permitted. This was conducted across three different core wintering areas in Western USA.",,Yes
D075,Luke,Hunting disturbance on a large shallow lake: the effectiveness of waterfowl refuges,"Evans, DM.",2002,Ibis,Overwinter,Site,Northern Ireland,Europe,multi-species,Multiple,Duck,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,They comapred the abudnace of all waterfowl in two bays at lough Neagh. One bay was a protected refuge and in the other hunting was permitted. The hunting season only last half of the winter. Shooting was higher during the weekend. On the weekend numbers increased in the refuge and decreased where hutning was allowed. Outiside of the hunting season there was no such pattern. During the hunting seaso it was apparent that birds were being displaced to the refuge and away from the hunted site which actually had higher abundacnes outside of the shooting period. ,,Yes
