Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained,,,,,,,,
D145,Liam,Measuring potential negative effects of traditional harvesting practices on waterbirds: a case study with migrating curlews,"Navedo, JG.",2007,Animal Conservation,Overwinter,Site,Spain,Europe,single-species,Numenius arquata,Waders,No,NA,Recreational,Bait digging,Behavioural,Feeding,No,Neutral,NA,"Foraging activity declined in the presence of harvesters (82.7 <U+00B1> 1.0 %, n = 77) relative to days without them (86.47 <U+00B1> 1.01% n = 77). However feeding rate (total prey items captured per 5 min) was similar on days with/without harvesters and prey composition, including proportion of the main prey (small crabs) and size of prey items, was also similar. This suggests curlews were able to compensate for the impacts of harvesters on their foraging activity.",Could split out into foraging activity and feeding rates but feeding rate is the most important given the consequences for fitness.,Yes,,,,,,,,
D146,Liam,Assessing the effects of human activities on the foraging opportunities of migratory shorebirds in Austral high-latitude bays,"Navedo, JG.",2019,PLoS One,Overwinter,Site,Chile,South America,single-species,Limosa haemastica,Waders,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Bait digging,Site,Local abundance,Yes,Negative,NA,"Examined the effect of disturbance from seaweed harvesters and accompanying dogs in the intertidal zone on the abundance and behaviour of Hudsonian Godwits wintering in Chiloe Island based on visual surveys. Compared two bays, one disturbed and one undisturbed (95% days people absent). Overall abundances were similar between bays but density was lower at the disturbed site.",Not sure if this counts as a negative or neutral effect?,Yes,,,,,,,,
D146,Liam,Assessing the effects of human activities on the foraging opportunities of migratory shorebirds in Austral high-latitude bays,"Navedo, JG.",2019,PLoS One,Overwinter,Site,Chile,South America,single-species,Limosa haemastica,Waders,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Bait digging,Behavioural,Feeding,Yes,Negative,NA,"For flocks of up to 500 birds, randomly selected 3 separated sub-groups of 30 individuals and calculated proportion fo birds foraging. Pop-level foraging activity (% of actively foraging birds) was determined for each count and sector during the low tide period. Total time foraging was then estimated by multiplying available foraging time (5.5 hours) by foraging activity. Time spent feeding by Hudsonian godwits was higher in the non-disturbed bay (86.5 <U+00B1> 1.1%) than the non-disturbed bay (81.3 <U+00B1> 1.4%).",Not clear whether godwits were able to compensate by this by adjusting intake rates.,Yes,,,,,,,,
D146,Liam,Assessing the effects of human activities on the foraging opportunities of migratory shorebirds in Austral high-latitude bays,"Navedo, JG.",2019,PLoS One,Overwinter,Site,Chile,South America,single-species,Limosa haemastica,Waders,No,NA,Recreational,Bait digging,Site,Local abundance,Yes,Negative,NA,"At the disturbed site, godwit density significantly decreased with the number of people and accompanying dogs.",Not sure whether to classify this as bait-digging or dog-walking or both?,Yes,,,,,,,,
D148,Liam,Status of aquatic and riparian biodiversity in artificial lake ecosystems with and without management for recreational fisheries: Implications for conservation,"Nikolaus, R.",2021,Aquatic Conservation - Marine and Freshwater Ecosystems,NA,Regional,Germany,Europe,multi-species,Multiple,Multiple,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Angling,Site,Comminity composition,No,Neutral,NA,"Assessed the effect of management (angling vs. no angling) on the biodiversity of artificial lakes in Lower Saxony, Germany. Both lake types were also accessible to non-angling recreation. Angling intensity was much higher at managed lakes but averag use intensity by non-angling recreational users did not differ. Waterfowl were identified and counted on every visit. Using presence/absence data, species richness was calculated along with Simpson's Diversity index using relative abundance. Richness of threatened species was computed using an index of taxon-specific conservation value for the study region. Managed lakes hosted more unique species in most taxonomic groups than unmanaged lakes. Average taxonomic species richness, Simpson's Index and taxon-specific conservation value were statistically similar in managed and unmanaged lakes when analysed with univariate statistics.",Relatively weak evidence of a neutral effect - p-value correction improves this slightly. Metrics calculated across the annual cycle - how relevant is this?,Yes,,,,,,,,
D150,Liam,Bird assemblages as bio-indicators of water regime management and hunting disturbance in natural wet grasslands,"Paillisson, JM.",2002,Biological Conservation,Overwinter,Site,France,Europe,multi-species,Multiple,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,Assessed the influence of changes in water regime and hunting on the community composition of waterbirds using wet grasslands at the Grand-Lieu in France based on census data recorded at 5 day intervals. An exceptional hunting ban in January 2000 led to an increase in the duck population by 55-65%.,NA,Yes,,,,,,,,
D150,Liam,Bird assemblages as bio-indicators of water regime management and hunting disturbance in natural wet grasslands,"Paillisson, JM.",2002,Biological Conservation,Overwinter,Site,France,Europe,multi-species,Multiple,Multiple,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,The wet grasslands were most used in 2000 with a greater abundance of birds in almost all months.,Not clear if this is increase is due to hunting ban directly,Yes,,,,,,,,
D150,Liam,Bird assemblages as bio-indicators of water regime management and hunting disturbance in natural wet grasslands,"Paillisson, JM.",2002,Biological Conservation,Overwinter,Site,France,Europe,multi-species,Multiple,Multiple,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Comminity composition,Yes,Negative,NA,The exceptional hunting ban in January 2000 led to an increase in overall waterbird species richness from 14-19 spp. Up to 23 spp. Diversity was lower however in early 1999 and 2000 compared with 1998 due to a dominance of Coots.,NA,Yes,,,,,,,,
D151,Liam,Impact of human disturbance on the abundance of non-breeding shorebirds in a subtropical wetland,"Palacios, E.",2022,Biotropica,Overwinter,Site,Mexico,North America,multi-species,Multiple,Waders,No,NA,Recreational,Index,Site,Local abundance,Yes,Negative,NA,"Examined the influence of human disturbance on the abundance of 22 species of wintering waders at Ensenada de La Paz, controlling for variables including body size (S, M, L) and foraging strategy (tactile vs. visual). Conducted observational surveys of 12 sampling units across the bay, number of potential disturbances (humans and dogs) were recorded twice a month during neap rising tides. Disturbance defined as \any human-induced activity that likely constitutes a sufficient stimulus to disrupt normal activities or the distribution of shorebirds compared with a situtation without such activity\"". Categorised as dogs", people, vehicles,,,,,,,,
D151,Liam,Impact of human disturbance on the abundance of non-breeding shorebirds in a subtropical wetland,"Palacios, E.",2022,Biotropica,Migration,Site,Mexico,North America,multi-species,Multiple,Waders,No,NA,Recreational,Index,Site,Local abundance,Yes,Negative,NA,Overall abundance was negatively impacted by human disturbance during migration however the results for Large and medium shorebirds and western sandpiper were not significant. Percentage changes in abunance with mean human disturbance were also generally lower in migration than overwinter except for visual foragers.,"Disturbance events from walking humans, vehicles and dogs combined into a disturbance index (events/minute) but human presence the most frequent - 82.2% of anthropogenic disturbances.",Yes,,,,,,,,
D151,Liam,Impact of human disturbance on the abundance of non-breeding shorebirds in a subtropical wetland,"Palacios, E.",2022,Biotropica,Overwinter,Site,Mexico,North America,multi-species,Calidris mauri,Waders,No,NA,Recreational,Index,Site,Local abundance,Yes,Negative,NA,Western Sandpipers represented 67% of the waders counted - models for this species separately. Western Sanpipers abundance was negatively impacted by disturbance during the overwinter period.,"Disturbance events from walking humans, vehicles and dogs combined into a disturbance index (events/minute) but human presence the most frequent - 82.2% of anthropogenic disturbances.",Yes,,,,,,,,
D151,Liam,Impact of human disturbance on the abundance of non-breeding shorebirds in a subtropical wetland,"Palacios, E.",2022,Biotropica,Overwinter,Site,Mexico,North America,multi-species,Calidris mauri,Waders,No,NA,Recreational,Index,Site,Local abundance,No,Neutral,NA,During migration western sandpiper abundance at mean levels of human disturbance was not significantly different to abundance at no disturbance.,Still a decline but not a significant difference.,Yes,,,,,,,,
D152,Liam,Mallard resource selection trade-offs in a heterogeneous environment during autumn and winter,"Palumbo, MD.",2019,Ecology and Evolution,Overwinter,Site,Canada,North America,single-species,Anas platyrhyncos,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,No,Neutral,NA,"Monitored resource selection of GPS-tagged female Mallards at Lake St Clair in Canada before, during (early and late) and after the hunting season using discrete choice models. Used discrete choice modelling to generate diurnal and nocturnal resource selection estimates. Resource selection varied within and among seasons. Mallards selected for federal, state and managed wetlands that provided an intermeditae or relatively greater amount of refuge and foraging options than public huting areas. Across all seasons and diel periods - selected for federally managed marshes and private supplemental feeding refuges that prohibited hunting. Habitat selection was influenced by a combination of resource quality, quantity and mortality risk from hunting. During the hunting season, Mallards decreased selection for public water which was assumed to have the greates pressure form hunting but continued to select for private water. However flooded agricultural fields were selected throughout the study period, despite the perceived mortality risk from hunting, likely due to the resource benefits of this habitat type.",Hunting pressure not directly measured - assumed from landcover type. Variable hunting seasons at certain sites and on private prperty limit the estimates of spatial refuge areas. Also hard to classify differences in habitat selection as having a negative/neutral effect.,Yes,,,,,,,,
D153,Liam,Spring snow goose hunting influences body composition of waterfowl staging in Nebraska,"Pearse, AT.",2012,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Anser carulescens,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Physiological,Body condition,Yes,Negative,NA,Estimated effects of hunting disturbance by comparing body composition of snow geese (target species) and white-fronted geese and pintails (non-target species) collected in areas of Nebraska that were open and closed to hunting during spring migration. Sampled birds by shooting on the way to roosts. Measured total lipids and ash lean dry mass as an index of protein. Lipid content of snow geese was 25% (57g) less in the hunted areas and protein content was 3% (14g) less. There was no regional difference following the close of the season.,NA,Yes,,,,,,,,
D153,Liam,Spring snow goose hunting influences body composition of waterfowl staging in Nebraska,"Pearse, AT.",2012,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Anser albifrons,Geese,No,Shooting vs non-shootting,Wildfowling,Shooting,Physiological,Body condition,Yes,Negative,NA,Greater White-fronted Geese has 24% (76g) less lipids in the hunted portion of the study area and this difference persisted following the close of the hunting season. Protein content did not vary between regions.,NA,Yes,,,,,,,,
D153,Liam,Spring snow goose hunting influences body composition of waterfowl staging in Nebraska,"Pearse, AT.",2012,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Anas acuta,Duck,No,Shooting vs non-shootting,Wildfowling,Shooting,Physiological,Body condition,No,Neutral,NA,There was little difference in protein or lipid content of Pintails in relation to hunting.,NA,Yes,,,,,,,,
D154,Liam,Effects of human disturbances on the behavior of wintering ducks,"Pease, ML.",2005,Wildlife Society Bulletin,Overwinter,Site,USA,North America,multi-species,Multiple,Duck,No,Disturbance type,Recreational,Walking,Behavioural,Movement,Yes,Negative,NA,"Investigated the behavioural responses of 7 species of dabbling ducks to 5 different human activities - pedestrian, cyclist, truck travelling at two different speeds and an electric passenger tram plus a no disturbance control at Back Bay NWR in North Carolina. Observations of duck behaviours made from blinds during disturbance treatments. Chose individual focal ducks at different distances and in different positions in flocks. Distance of focal individual from disturbance graded into bands. Responses graded to 4 levels - no observable disturbance, vigilance, swam away, flight. Used contigency analysis to test that frequencies of bird response (4 levels) were independent of disturbance treatments (6 levels), species (7 levels) and distance from the source of disturbance (5 levels). Responses of ducks depended on the type of human disturbance - cyclists and pedestrians caused the highest number of birds to fly. There were no differences in the number of ducks that flew between vehicular treatments. There was variation in species responses across all disturbance treatments. Pintails (Anas acuta) showed the lowest level of flight response and the highest frequency of no response. American wigeon, shoveler, gadwall and green-winged teal showed the highest level of flight response and gadwall and green-winged teal showed the lowest level of no response. Distance also influenced behavioural responses, with an increase in no response and a reduction in flight response as distance from the disturbance increased.","Could split this out by species but not sure how informative it is as it would just categorise the proportion of flight, swimming, vigilance and no response across each species. This seems to lend itself better to narrative synthesis.",Yes,,,,,,,,
D154,Liam,Effects of human disturbances on the behavior of wintering ducks,"Pease, ML.",2005,Wildlife Society Bulletin,Overwinter,Site,USA,North America,multi-species,Multiple,Duck,No,Disturbance type,Recreational,Cycling,Behavioural,Movement,Yes,Negative,NA,"Birds showed a similarly high level of response to cyclists and pedestrians, with a higher proportion of birds flying when compared to disturbance treatments.","Could split this out by species but not sure how informative it is as it would just categorise the proportion of flight, swimming, vigilance and no response across each species. This seems to lend itself better to narrative synthesis.",Yes,,,,,,,,
D155,Liam,Using movement ecology to evaluate the effectiveness of multiple human-wildlife conflict management practices,"Pekarsky, S.",2021,Biological Conservation,Overwinter,Site,Israel,Asia,single-species,Grus grus,Crane,No,NA,Scaring,Non-lethal disturbance,Behavioural,Movement,Yes,NA,NA,"Examined the effect of intesive scaring, provision of refuge areas and diversionary feeding on the movement ecology of GPS-tagged Cranes wintering in the Hula Valley, Israel. Classified areas in the valley as sensitive - crop fields where cranes are intentionally disturbed and refuge areas where cranes are not intentionally disturbed. Diversionary feeding was provided within one of the small refuge areas. Scaring performed by organised disturbance worker vehicles (DWVs) from sunrise to sunset. During the intensive feeding period, when scaring was also occuring, core range area use declined for 17/21 individuals which were dependent on the feeding station whilst there was no effect for the 4 cranes which did not visit the feeding station. Also examined interactions between DWVs. Cranes which left fields without being scared remained longer on average than those which were scared with no difference between field types. Tendency to return to the same field was slightly lower for actively scared cranes but the difference was not statistically significant - fairly weak evidence of disturbance effects on movement.",Effect of supplementary feeding and scaring working simultanoeusly - can't isolate the effects of disturbance specifically - remove?,Yes,,,,,,,,
D155,Liam,Using movement ecology to evaluate the effectiveness of multiple human-wildlife conflict management practices,"Pekarsky, S.",2021,Biological Conservation,Overwinter,Site,Israel,Asia,single-species,Grus grus,Crane,No,NA,Scaring,Non-lethal disturbance,Behavioural,Habitat selection,Yes,NA,NA,"Once diversionary feeding began (low period), most cranes selected for refuge areas and strongly avoided sensitive annual and perennial sites where disturbance took place. Avoidance of sensitive annual fields increased during the intense feeding period but perennial fields were no longer avoided.",Effect of supplementary feeding and scaring working simultanoeusly - can't isolate the effects of disturbance specifically - remove?,Yes,,,,,,,,
D156,Liam,"Managing the distribution of barnacle geese on Islay, Scotland, through deliberate human disturbance","Percival, SM.",1997,Biological Conservation,Overwinter,Regional,Scotland,Europe,single-species,Branta leucopsis,Geese,No,Site: Disturbed vs non-disturbed/protected area,Scaring,Non-lethal disturbance,Site,Local abundance,Yes,Negative,NA,"Examined the effects of experimental scaring on the behaviour of GBG on Islay during winter 1987/88. Scaring by walking at birds until they flushed and use of gas guns and plastic tape. Collected data in the previous winter as a compaison. Counted geese at all regular feeding sites and identified individually colour-marked geese. Count data used to look at the effect of scaring on the number of birds using each area. Local abundance fell within one scaring zone, but not in the other. A significant increase was also recorded in one of the main refuges.",NA,Yes,,,,,,,,
D156,Liam,"Managing the distribution of barnacle geese on Islay, Scotland, through deliberate human disturbance","Percival, SM.",1997,Biological Conservation,Overwinter,Regional,Scotland,Europe,single-species,Branta leucopsis,Geese,No,Site: Disturbed vs non-disturbed/protected area,Scaring,Non-lethal disturbance,Behavioural,Movement,Yes,Negative,NA,"Re-sightings of individually marked birds were used to estimate a number of variables to compare the birds movement behaviours between years - between winter fidelity (% of birds seen in both years), between winter immigration (% of new birds), between winter movement within Islay, within winter fiedlity, within winter immigration and within winter movement within Islay. Movement distances calculated distances between successive re-sightings. Within winter fidelity to the scaring zone was much lower and within winter movement to other sites on Islay was much higher during the active scaring year. Conversely, within-winter immigration to the scaring zone was also higher when scaring was active.",Hard to quantify this as negative/neutral/positive - just causes re-distribution.,Yes,,,,,,,,
D157,Liam,Using the risk-disturbance hypothesis to assess the relative effects of human disturbance and predation risk on foraging American oystercatchers,"Peters, KA.",2005,Condor,Overwinter,Site,USA,North America,single-species,Haematopus palliatus,Waders,No,NA,Recreational,Boating,Behavioural,Vigilance,Yes,Negative,NA,"Investigated relationships between human and natural predator disturbance on the vigilance of American Oystercatchers at Cape Romain NWR. Used focal animal observations to model the relationships between vigilance behaviour, aerial predator density and boat activity. Birds exhibited highest vigilance rates during simultaneous peaks in boating disturbance and Osprey activity - difficult to disentangle the influence of these drivers on vigilance behaviour. Underscores importance of taking natural predation risk into account when conducting disturbance studies.",Not clear whether natural predation pressure from Ospreys or boat activity is driving the response - peaked simultaenously.,Yes,,,,,,,,
D157,Liam,Using the risk-disturbance hypothesis to assess the relative effects of human disturbance and predation risk on foraging American oystercatchers,"Peters, KA.",2005,Condor,Overwinter,Site,USA,North America,single-species,Haematopus palliatus,Waders,No,NA,Recreational,Boating,Behavioural,Feeding,No,Neutral,NA,"Abundance of natural predators negatively impacted feeding rates (except Bald Eagles), however there was no relationship between time spent foraging and boat activity. More important than vigilance in terms of fitness impacts.",NA,Yes,,,,,,,,
D158,Liam,"Effects of human activities on migratory waterbirds at Lashihai Lake, China","Quan, RC",2002,Biological Conservation,Overwinter,Site,China,Asia,multi-species,Multiple,Multiple,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Boating,Site,Local abundance,Yes,Negative,NA,"Examined the effect of human disturbance on the diversity and abundance of migratory waterbirds at 5 fixed points representing different degrees of habitat disturbance and quality at Lashihai Lake, China across the non-breeding period. There was a high degree of habitat destruction at the lake and the use of canoes was prominent. There were also a number of subsitence fishermen who trap waterbirds. Points were ranked using the extent of recent habitat destruction and the number of canoes, which was the main factor determining degree of disturbance between points 1-4. Number of tourists was also recorded. Abundance was strongly correlated to habitat disturbance, with more than half of the total individuals occuring at the least disturbed point.",Combined measure of habitat destruction and disturbance.,Yes,,,,,,,,
D158,Liam,"Effects of human activities on migratory waterbirds at Lashihai Lake, China","Quan, RC",2002,Biological Conservation,Overwinter,Site,China,Asia,multi-species,Multiple,Multiple,No,Site: Disturbed vs non-disturbed/protected area,Recreational,Boating,Site,Comminity composition,Yes,Negative,NA,Species richness showed a weak negative correlation with human disturbance.,Relatively weak effect.,Yes,,,,,,,,
D162,Liam,Factors affecting the behavioural responses of whooper swans (Cygnus c. cygnus) to various human activities,"Rees, EC.",2005,Biological Conservation,Overwinter,Site,UK,Europe,single-species,Cyngnus cygnus,Swan,No,NA,Recreational,Walking,Behavioural,Vigilance,Yes,NA,NA,"Examine the effects of disturbance and various habitat and flock variables on behavioural responses of Whooper Swans in SW Scotland. Monitored all fields twice weekly across the winter and numbers of swans present in all fields recorded. Crop type noted and fields split into broad habitat categories and assigned into six broad areas - within-day movements between these rare. Behavioural observations made at three periods - early, mid and late season - used flock scans - behaviours assigned to 14 catergories. Proportion of birds feeding, alert, or engaged in other activities determined per scan. Potential (humans present in the same area) and actual disturbances (>5% flock vigilant were recorded. Type of activity, distance to birds and duration recorded. Cars only included when not on public roads - distance to roads separate variable. Swans susceptibility to human activity recorded as disturbanc efrequency (no. events/hour) and distance to nearest birds. Also calculated recovery rates following disturbance. Disturbance events given a number per day to assess habituation. Sources grouped into 6 categories - motor vehicles, bikes, pedestrians, hunters (wildfowlers and anglers), aircraft and cattle. Variation in time spent feeding and alert analysed in relation to year, season, floodplain area, disturbance type using ANOVAs. Factors affecting swans susceptibility to disturbance (frequency and distance) and whether feeding and alert behaviour varied with time/location analysed using GLMs. Disturbance frequency was negatively correlated with flock size and distance to road/track. Distances which humans could approach varied with field and flock size and also with type of disturbance involved. The distance at which >5% of the flock became alert decreased with the number of previous disturbance events that day suggesting habituation within the course of the day although there was no evidence this persisted over longer time periods. Recovery rates also varied with duration of disturbance event which varied between disturbance types, along with field size, flock size and the proportion of flock alerted. Birds had lower alert distances for pedestrians than wildfowlers or anglers but greeater than for cyclists. Flight was most frequently triggered by pedestrians (34.7% of 121 disturbance-related flights). Birds were alert for longer periods when disturbed by pedestrians (4.31 <U+00B1> 0.29 min, n = 175) than by bicycles. Finally, disturbance frequency, type and duration all had a highly significant effect on the proportion of birds recorded alert per hour.",NA,Yes,,,,,,,,
D162,Liam,Factors affecting the behavioural responses of whooper swans (Cygnus c. cygnus) to various human activities,"Rees, EC.",2005,Biological Conservation,Overwinter,Site,UK,Europe,single-species,Cyngnus cygnus,Swan,No,NA,Recreational,Cycling,Behavioural,Vigilance,Yes,NA,NA,Cyclists were (116 <U+00B1> 17.1m) were able to approach closer than pedestrians. Birds were alert for shorter periods following disturbance by cyclists (1.29 <U+00B1> 0.21 min) than pedestrians or hunters.,NA,Yes,,,,,,,,
D162,Liam,Factors affecting the behavioural responses of whooper swans (Cygnus c. cygnus) to various human activities,"Rees, EC.",2005,Biological Conservation,Overwinter,Site,UK,Europe,single-species,Cyngnus cygnus,Swan,No,NA,Wildfowling,Shooting,Behavioural,Vigilance,Yes,NA,NA,"Alert distances for wildfowlers (350 <U+00B1> 12.9) were greater than for pedestrians (249 <U+00B1> 14.0) and farm workers on foot (169 <U+00B1> 19.8m). Birds were alert for longer when disturbed by wildfowlers and anglers (6.00 <U+00B1> 1.60 min, n = 6) than bicycles.",NA,Yes,,,,,,,,
D162,Liam,Factors affecting the behavioural responses of whooper swans (Cygnus c. cygnus) to various human activities,"Rees, EC.",2005,Biological Conservation,Overwinter,Site,UK,Europe,single-species,Cyngnus cygnus,Swan,No,NA,Recreational,Angling,Behavioural,Vigilance,Yes,NA,NA,Alert distances for anglers (364 <U+00B1> 17.8) were greater than for pedestrians (249 <U+00B1> 14.0) and farm workers on foot (169 <U+00B1> 19.8m),NA,Yes,,,,,,,,
D162,Liam,Factors affecting the behavioural responses of whooper swans (Cygnus c. cygnus) to various human activities,"Rees, EC.",2005,Biological Conservation,Overwinter,Site,UK,Europe,single-species,Cyngnus cygnus,Swan,No,NA,Recreational,Index,Behavioural,Feeding,Yes,NA,NA,"A significant disturbance frequency x type interaction in the feeding rate GLM revealed some types of disturbance have a greater impact than others. Overall however, 32.9% of the variance in feeding rate was explained by temporal and spatial variables with only a further 4.9% explained by disturbance measures. This suggests a relatively limited effect of disturbance on feeding rates.",Estimates for individual disturbance types not presented.,Yes,,,,,,,,
D163,Liam,The impact of disturbance on the behaviour and energy budgets of Brent geese Branta-b-bernicla,"Riddington, R.",1996,Bird Study,Overwinter,Regional,UK,Europe,single-species,Branta bernicla,Geese,No,NA,Recreational,Walking,Behavioural,Movement,Yes,NA,NA,"Studied disturbance factors which caused Brent Geese on the North Norfolk coast to take flight. Patterns of activity and undisturbed flight were also quantified to derive energy budgets. Disturbance events defined as 75% of flock become alert shortly followed by all/part of the flock taking flight. For each disturbance, recorded flock size, number disturbed, number disturbed, nature of response (returned/left completely), disturbance source - humans (with/without dogs), vehicles/boats, aircraft, gunfire and unknown and duration of flight. Goose minutes per flight - n birds x duration. Analysed mean duration of flight per event caused by each source - represents energy expenditure. Also calculated diurnal activity budgets and multiplied this to calculate daily energy expenditure using figures from the literature. Pedestrians were the most frequent disturbance source (31.9%). Flight duration in response to pedestrians was significantly lower for pedestrians than for gunshots. Goose minutes in flight, which combines frequency and magnitude of events, was higher for pedestrians than gunshots.",NA,Yes,,,,,,,,
D163,Liam,The impact of disturbance on the behaviour and energy budgets of Brent geese Branta-b-bernicla,"Riddington, R.",1996,Bird Study,Overwinter,Regional,UK,Europe,single-species,Branta bernicla,Geese,No,NA,Wildfowling,Shooting,Behavioural,Movement,Yes,NA,NA,"Flight duration in response to pedestrians was significantly lower for pedestrians than for gunshots. Goose minutes in flight, which combines frequency and magnitude of events, was higher for pedestrians than gunshots.",NA,Yes,,,,,,,,
D163,Liam,The impact of disturbance on the behaviour and energy budgets of Brent geese Branta-b-bernicla,"Riddington, R.",1996,Bird Study,Overwinter,Regional,UK,Europe,single-species,Branta bernicla,Geese,No,NA,Recreational,Walking,Physiological,TEB,Yes,Negative,NA,"When geese were foraging on pastures - compared energy budgets on high (> 80 secs per hour) and low disturbance days. Geese spent less time feeding and roosting on high disturbance days and more time in vigilant behaviour and preening. Also spent more time in flight on high disturbance days. In pastures, where an average of 68.9% of flight results from disturbance, there was an increase in hourly energy expenditure (HEE) from 33.8 - 37.5 J/h (10.9%) - would need to spend an extra 9-11 minutes per day feedig on pastures to account for this. On saltmarsh - effects of disturbance on energy expenditure is negligible - only 2.5% of flight on average due to disturbance - responsible for 0.013j/h difference in energy expenditure. Disturbance impacts habitat specific!","Disturbance from all sources lumped together for TABs/TEBs - on pastures - pedestrians most frequent but also includes shooting, aircraft and natural predators.",Yes,,,,,,,,
D165,Liam,Thinking Like a Duck: Fall Lake Use and Movement Patterns of Juvenile Ring-Necked Ducks before Migration,"Roy, CL.",2014,PLoS One,Post-fledging,Regional,USA,North America,single-species,Aythya collaris,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,No,Neutral,NA,Used satellite-tagging to assess fall habitat use of post-fledging Ring-necked ducks in Minnesota. Found they increased selection for staging areas and lakes with low potential disturbance (no houses or boat launches) and big lakes where they could sit undisturbed throughout fall. These changes began before the start of the hunting season and did not abruptly change following it's onset. Not taken as evidence for lack of anthropogenic disturbance avoidance - recreational disturbance not directly measured. Weak evidence that hunting did not influence patterns of habitat selection.,Hunting not directly measured other than open/closed season - relatively weak evidence of neutral impact.,Yes,,,,,,,,
D166,Liam,Refuge Use by Hatching-Year Ring-Necked Ducks: An Individual-Based Telemetry Approach,"Roy, CL.",2014,Journal of Wildlife Management,Post-fledging,Regional,USA,North America,single-species,Aythya collaris,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,Negative,NA,"Used radio-telemetry to assess refuge use by 1CY Ring-necked Ducks in Minnesota during the post-fledging period. Movements on and off refuges coincided with sunrise and sunset which mirrors hunting hours and refuge use was greater during the day than at night. Moreover, refuge use was greater on weekends during the hunting season than before the hunting season opened. This suggests  hunting is shaping the habitat selection of Ring-necked Ducks in terms of refuge use in order to avoid disturbance.",Hard to quantify this as negative neutral/positive.,Yes,,,,,,,,
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Anas discors,Duck,No,NA,Recreational,Boating,Behavioural,TAB,Yes,NA,NA,"Examined the effect of recreational disturbance on the activity and energy budgets of migratory waterfowl at Tishomingo NWR in Oklahoma. Observed 5 species - american coot, white pelican, black terns, franklin's gull and BWT - recorded 240 disturbances in 477 hours - 86.7% recreational. Used scan samples of single species flocks to determine diurnal activity budgets - calculated to nearest min and expressed as a percentage. Human disturbance categorised as boat-fishing, shore fishing, non-fishing , land-based vehicles and aircraft. Due to single flock size - TABS not analysed with GLMs. Human disturbances (boat fishing - 5.57 <U+00B1> 2.41 and shore fishing 1.95 <U+00B1> 0.24) were longer than natural disturbances (1.60 <U+00B1> 0.30 min) but not significantly different. A greater proportion of the flock was affected by boating disturbances than natural disturbances.",Not formally analysed due to single flock present. Just descriptive.,Yes,,,,,,,,
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Boating,Behavioural,TAB,Yes,NA,NA,Recorded 87 disturbances for american coot - 6.7 per flock. Boat and shore fishing caused the majority of disturbances. Duration of disturbance was greatest for shore fishing (3.7 <U+00B1> 0.6 min) and was significantly longer than natural predators for shore fishing. Shore fishing disturbance caused increases in flight and alertness.,Hard to classify as positive/neutral/negative,Yes,,,,,,,,
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Angling,Behavioural,TAB,Yes,NA,NA,Duration of disturbance was similarly long for boat fishing (3.0 <U+00B1> 0.5 min). Boat fishing disturbances led to decreases in feeding and increased flight and alertness.,Not sure whether to lump these as angling?,Yes,,,,,,,,
D168,Liam,Effects of disturbance on activity and energy budgets of migrating waterbirds in south-central Oklahoma,"Schummer, ML.",2003,Journal of Wildlife Management,Migration,Regional,USA,North America,multi-species,Fulica americana,Rails,No,NA,Recreational,Walking,Behavioural,TAB,Yes,NA,NA,Non-fishing activities only increased alertness.,NA,Yes,,,,,,,,
