Paper_ID,Assigned to,Title,Lead author,Year,Journal,Time of year,Spatial_scale,Country,Continent,Taxonomic scope,Species,Taxonomic_group,Quarry Species,Offtake_type,Hunting regime,Population_Model,Comparison,Demographic_impact,Demographic_data_used,Harvest_data_used,Hunting_characteristics,Hunting_Bias,Effect,Synopsis,Carry-over,Discussion_Cat,Effect_Synopsis,Demographic_Direction,Bias_Direction,Hunter_skill,Skill_consequence,Notes,Paper_Retained
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Pintail,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,Not using hunting data just whether they are a hunted species or not.,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Wigeon,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Mallard,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Common Teal,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Garganey,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Pochard,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Tufted Duck,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Ferrugineous Duck,Duck,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Goldeneye,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Common Eider,Duck,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Red-breasted Merganser,Duck,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Shelduck,Duck,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Greylag Goose,Geese,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Mute Swan,Swan,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Moorhen,Rails,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Coot,Rails,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Purple Gallinule,Rails,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Water Rail,Rails,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Corncrake,Rails,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Little Ringed Plover,Waders,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Ringed Plover,Waders,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Ruff,Waders,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Redshank,Waders,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Common Snipe,Waders,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Black-tailed Godwit,Waders,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Lapwing,Waders,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Eurasian Curlew,Waders,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Avocet,Waders,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Black-winged Stilt,Waders,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M099,Izzy,Hunting and the fate of French breeding waterbirds,"Jiguet, F.",2012,Bird Study,NA,National,France,Europe,multi-species,Collared Pratincole,Waders,No,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,NA,Population count,NA,NA,NA,Neutral,A relationship between hunting and population dynamics was not found.,No,Abun,Yes,Negative,Neutral/Negative for hunted pops,NA,NA,NA,Yes
M100,Aim<e9>e,Making do with less: must sparse data preclude informed harvest strategies for European waterbirds?,"Johnson, FA.",2018,Ecological Applications,NA,Flyway,Flyway,Europe,single-species,Anser fabalis fabalis,Geese,Yes,Direct harvest,recreational hunting,Yes,NA,All,All,Harvest rate,all/combination,NA,NA,"Compare harvest strategie s- never suitable harvest under 60,000, proportion of juveniles in pop influence strategy, frequency of closed hunting influence pop growth, more extreme variability in harvest rates, more data types better/estimates of pop types, min data availability assist harvest and pop estiamtes",No,Dat,NA,NA,NA,NA,NA,NA,Yes
M101,Aim<e9>e,Harvesting multiple stocks of ducks,"Johnson, FA.",1996,Journal of Wildlife Management,NA,National,USA,North America,multi-species,144 species,Duck,Yes,Direct harvest,recreational hunting,No,Regional,NA,NA,banded recovery,all/combination,NA,Bias,"different harvest strategies affect different species in different ways, not all respond same way to similar regimes, band reporting rates influenced by sex, age composition of pop and harvest regime = can therefore influence estimates of harvest impacts",No,Dat,NA,NA,NA,NA,NA,NA,Yes
M102,Aim<e9>e,Uncertainty and the management of mallard harvests,"Johnson, FA.",1997,Journal of Wildlife Management,NA,National,Canada,North America,single-species,Anas platyrhynchos,NA,Yes,Direct harvest,recreational hunting,Yes,Season: Shooting vs non-shooting,NA,NA,NA,all/combination,Age bias,NA,method comparison for estimating adaptive havest management - may remove,NA,NA,NA,NA,NA,NA,NA,NA,Yes
M103,Aim<e9>e,Multi-species duck harvesting using dynamic programming and multi-criteria decision analysis,"Johnson, FA.",2019,Journal of Applied Ecology,Migration,Flyway,USA/Canada,North America,multi-species,Anas platyrhynchos,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,All,All,Bag total,all/combination,NA,NA,"no strong trend in breeding pop size and harvest rate for any except mallard, highest hravest rate in mallard and ring-necked duck",No,Abun,Yes,Negative,NA,NA,NA,NA,Yes
M103,Aim<e9>e,Multi-species duck harvesting using dynamic programming and multi-criteria decision analysis,"Johnson, FA.",2019,Journal of Applied Ecology,Migration,Flyway,USA/Canada,North America,multi-species,Anas crecca,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,All,All,Bag total,all/combination,NA,NA,"Max sustainable yield for species = harvest rates of -.10-0.18 (goldeneye lowest, mallard highest), 0.16 generate highest aggregate yield all species, but would be overharvest for some e.g. goldeneye",No,HR,Yes,NA,NA,NA,NA,NA,Yes
M103,Aim<e9>e,Multi-species duck harvesting using dynamic programming and multi-criteria decision analysis,"Johnson, FA.",2019,Journal of Applied Ecology,Migration,Flyway,USA/Canada,North America,multi-species,Bucephala clangula,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,All,All,Harvest rate,all/combination,NA,NA,"no dominant harvest scenario for all species, need different methods each population according to season length, harvesr rate",No,HR,NA,NA,NA,NA,NA,NA,Yes
M103,Aim<e9>e,Multi-species duck harvesting using dynamic programming and multi-criteria decision analysis,"Johnson, FA.",2019,Journal of Applied Ecology,Migration,Flyway,USA/Canada,North America,multi-species,Bucephala islandica,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,All,All,Harvest rate,all/combination,NA,NA,length of season and duck abundance most important for mallard,No,Surv,Yes,Negative,Season_length,NA,NA,NA,Yes
M103,Aim<e9>e,Multi-species duck harvesting using dynamic programming and multi-criteria decision analysis,"Johnson, FA.",2019,Journal of Applied Ecology,Migration,Flyway,USA/Canada,North America,multi-species,Bucephala islandica,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,All,All,Harvest rate,all/combination,NA,NA,length of season and duck abundance most important for mallard,No,Abun,Yes,Negative,Season_length,NA,NA,NA,Yes
M103,Aim<e9>e,Multi-species duck harvesting using dynamic programming and multi-criteria decision analysis,"Johnson, FA.",2019,Journal of Applied Ecology,Migration,Flyway,USA/Canada,North America,multi-species,Aythya collaris,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,All,All,Harvest rate,all/combination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
M103,Aim<e9>e,Multi-species duck harvesting using dynamic programming and multi-criteria decision analysis,"Johnson, FA.",2019,Journal of Applied Ecology,Migration,Flyway,USA/Canada,North America,multi-species,Aix sponsa,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,All,All,Harvest rate,all/combination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
M104,Izzy,Carry-over effects of spring hunt and climate on recruitment to the natal colony in a migratory species,"Juillet, C.",2012,Journal of Applied Ecology,Breeding (carry-over),Site,Canada,North America,single-species,Greater Snow Goose,Geese,Yes,Direct harvest,culling,Yes,Season: Shooting vs non-shooting,Survival,CMR,Harvest rate,NA,NA,Negative,Negative impact of spring hunting on survival and rectruitment.,Yes (prod),Surv,Yes,Negative,harvest negative surv and prod,NA,NA,NA,Yes
M104,Izzy,Carry-over effects of spring hunt and climate on recruitment to the natal colony in a migratory species,"Juillet, C.",2012,Journal of Applied Ecology,Breeding (carry-over),Site,Canada,North America,single-species,Greater Snow Goose,Geese,Yes,Direct harvest,culling,Yes,Season: Shooting vs non-shooting,Survival,CMR,Harvest rate,NA,NA,Negative,Negative impact of spring hunting on survival and rectruitment.,Yes (prod),Prod,Yes,Negative,harvest negative surv and prod,NA,NA,NA,Yes
M105,Aim<e9>e,Factors affecting changes in waterfowl populations in eutrophic wetlands in the Finnish lake district,"Kauppinen, J.",1999,Wildlife Biology,NA,Regional,Finland,Europe,multi-species,many,NA,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,Population count,banded recovery,NA,Age bias,Bias,"mallard, teal, wigeon and goldeneye shot in greter numbers then expected given proportion of breeding community - suggest species bias in harvest, 81-87% of bag inducks = juvs/young birds (some = 90-100%), dabbling and diving ducks = larger proportion of adults",No,VU,Yes,NA,Spp/Juv,NA,NA,NA,Yes
M106,Aim<e9>e,"Factors affecting waterfowl hunting and harvest at the Evros delta, Greece","Kazantzidis, S.",2020,Belgian Journal of Zoology,Overwinter,Regional,Greece,Europe,multi-species,Anatidae - 23 species,NA,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,Population count,Bag total,Bag limits,NA,NA,"most frequently shot = common teal, mallard, greater white fronted goose, , hgiher hunting early in season, no sig diff among years, 1.3% pop total harvested on average over 10 day periodgeese shot more than expected given proportion in waterfowl population, geese preferred quarry, number of shot geese depend on number in field,",No,VU,Yes,Negative,Spp/early season,NA,NA,NA,Yes
M107,Aim<e9>e,Survival of postfledging mallards in northcentral Minnesota,"Kirby, RE.",1999,Journal of Wildlife Management,NA,Regional,Canada,North America,single-species,Anas platyrhynchos,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,banded recovery,na,na,Negative,"survival rate declined from 0.86 post-fledging pre hunting, to 0.25 during hunting",No,Surv,Yes,Negative,Hunting,NA,NA,NA,Yes
M108,Aim<e9>e,Harvest Distribution and Derivation of Atlantic Flyway Canada Geese,"Klimstra, JD.",2012,Journal of Fish and Wildlife Management,NA,Flyway,Canada/USA,North America,single-species,Branta canadensis,Geese,Yes,Direct harvest,recreational hunting,No,Annual,na,CMR,banded recovery,NA,Age bias,NA,"regional difference in harvest proportion/distribution of geese, vary by part of population, when consider pop as whole = local differences in bias in harvest, resident geese move more in late season compared to other season, use recovereis to estiamte number harvested in the entire flyway, differ = msig less then estimates from harvest survey, harvest counts consistently lower than estimates from harvest survey, lack of hunter reporting rates made it difficult/imposson;e to estimate certain areas to estimate harvest",No,HR,Yes,NA,regional,NA,NA,NA,Yes
M108,Aim<e9>e,Harvest Distribution and Derivation of Atlantic Flyway Canada Geese,"Klimstra, JD.",2012,Journal of Fish and Wildlife Management,NA,Flyway,Canada/USA,North America,single-species,Branta canadensis,Geese,Yes,Direct harvest,recreational hunting,No,Annual,na,CMR,banded recovery,NA,Age bias,NA,"regional difference in harvest proportion/distribution of geese, vary by part of population, when consider pop as whole = local differences in bias in harvest, resident geese move more in late season compared to other season, use recovereis to estiamte number harvested in the entire flyway, differ = msig less then estimates from harvest survey, harvest counts consistently lower than estimates from harvest survey, lack of hunter reporting rates made it difficult/imposson;e to estimate certain areas to estimate harvest",No,Data,Yes,NA,data lacking,NA,NA,NA,Yes
M112,Aim<e9>e,Evaluation of harvest and information needs for North American sea ducks,"Koneff, MD.",2017,PLoS One,NA,National,USA/Canada,North America,multi-species,Somateria mollissima,Duck,Yes,Direct harvest,recreational hunting,No,Annual,All,NA,Harvest rate,Bag limits,NA,NA,highest risk of overharvest,No,HR,Yes,Negative,NA,NA,NA,simulation using demographic data from published literature?,Yes
M112,Aim<e9>e,Evaluation of harvest and information needs for North American sea ducks,"Koneff, MD.",2017,PLoS One,NA,National,USA/Canada,North America,multi-species,Melanitta americana,Duck,Yes,Direct harvest,recreational hunting,No,Annual,All,NA,Harvest rate,Bag limits,NA,NA,allowable harvest 22-68%,No,HR,No,Neutral,NA,NA,NA,NA,Yes
M112,Aim<e9>e,Evaluation of harvest and information needs for North American sea ducks,"Koneff, MD.",2017,PLoS One,NA,National,USA/Canada,North America,multi-species,Melanitta perspicillata,Duck,Yes,Direct harvest,recreational hunting,No,Annual,All,NA,Harvest rate,Bag limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes
M112,Aim<e9>e,Evaluation of harvest and information needs for North American sea ducks,"Koneff, MD.",2017,PLoS One,NA,National,USA/Canada,North America,multi-species,Melanitta fusca,Duck,Yes,Direct harvest,recreational hunting,No,Annual,All,NA,Harvest rate,Bag limits,NA,NA,adult survival = key component in sensitivity of growth rate and allowable harvest for all species,No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M112,Aim<e9>e,Evaluation of harvest and information needs for North American sea ducks,"Koneff, MD.",2017,PLoS One,NA,National,USA/Canada,North America,multi-species,Clangula hyemalis,Duck,Yes,Direct harvest,recreational hunting,No,Annual,All,NA,Harvest rate,Bag limits,NA,NA,higest risk of overharvest,No,HR,Yes,Negative,NA,NA,NA,NA,Yes
M113,Aim<e9>e,Liberalized harvest regulations have not affected overabundant Snow Geese in Northern Manitoba,"Koons, DN.",2019,Condor,NA,National,Canada,North America,single-species,Anser caerulescens caerulescens,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,Harvest rate,NA,NA,NA,"unobserved crippling mortality worse early in study 0 pre 1970s, surival prob increased over time, then declined due to increase harvest rate",No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M114,Aim<e9>e,Effects of exploitation on an overabundant species: the lesser snow goose predicament,"Koons, DN.",2014,Journal of Animal Ecology,Breeding (carry-over),National,Canada,North America,single-species,Chen caerulescens caerulescens,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,banded recovery,NA,Age bias,Positive,"compensatory harvest mortality, increase harvest mortality decrease natural mortality and vice versa, reduced the effect of density dependence on juveniles, addults harvest ahs additive effect on mortality",No,Mort,Yes,Positive,Adult,NA,NA,NA,Yes
M114,Aim<e9>e,Effects of exploitation on an overabundant species: the lesser snow goose predicament,"Koons, DN.",2014,Journal of Animal Ecology,Breeding (carry-over),National,Canada,North America,single-species,Chen caerulescens caerulescens,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,banded recovery,NA,Age bias,Positive,"compensatory harvest mortality, increase harvest mortality decrease natural mortality and vice versa, reduced the effect of density dependence on juveniles, addults harvest ahs additive effect on mortality",No,DD,Yes,Positive,Juv,NA,NA,NA,Yes
M115,Aim<e9>e,Canvasback mortality from illegal hunting on the Upper Mississippi River,"Korschegen, CE.",1996,Wildlife Society Bulletin,Overwinter,Regional,USA,North America,single-species,Aythya valisineria,Duck,No,illegal shooting,illegal,No,Annual,Abundance,Population count,Crippling rate,Shoot duration,NA,Negative,"47% of hunting prties shot at non-target illegal species, declinned to 31% by 1991",No,Skill,Yes,NA,NA,kill accuracy,NA,NA,Yes
M117,Aim<e9>e,Population dynamics of white-winged scoters,"Krementz, DG.",1997,Journal of Wildlife Management,NA,Flyway,Canada,North America,single-species,Melanitta fusca,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Productivity,Juv count,Bag total,NA,Age bias,Bias,"very variable wing return data makes it difficult to estimate, average 0.77 average age ratio, decline thorugh time, constant survival rate, increase hunter effot, increase harvest, decline fall juc flight",No,Surv,Yes,Neutral,Juv,NA,NA,NA,Yes
M117,Aim<e9>e,Population dynamics of white-winged scoters,"Krementz, DG.",1997,Journal of Wildlife Management,NA,Flyway,Canada,North America,single-species,Melanitta fusca,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Productivity,Juv count,Bag total,NA,Age bias,Bias,"very variable wing return data makes it difficult to estimate, average 0.77 average age ratio, decline thorugh time, constant survival rate, increase hunter effot, increase harvest, decline fall juc flight",No,VU,Yes,Neutral,Juv,NA,NA,NA,Yes
M118,Aim<e9>e,Long-Term Survival and Harvest of Resident Canada Geese in Virginia,"Ladin, ZS.",2020,Journal of Wildlife Management,NA,Regional,USA,North America,single-species,Branta canadensis,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,banded recovery,all/combination,Age bias,Bias,"mean annual survival rates different among hunt zones, resident geese in rural raeas = greater survival rates, harvest rates increased over study period reaching 53%, current harvest strategies have reduced survival rates",No,Surv,Yes,Negative,Regional/protocol,NA,NA,NA,Yes
M119,Aim<e9>e,"Winter survival of Northern Pintails in the Middle Rio Grande Valley, New Mexico","Lee, CK.",2007,Western North American Naturalist,Overwinter,Regional,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,recreational hunting,Yes,Season: Shooting vs non-shooting,Survival,CMR,banded recovery,all/combination,Age bias,Neutral,"weekly survival did not differ between hunting and non-hunting season, no differences in sexes",No,Surv,No,Neutral,None,NA,NA,NA,Yes
M120,Aim<e9>e,Large-scale change in the sex ratio of a declining eider Somateria mollissima population,"Lehikoinen, A.",2008,Wildlife Biology,NA,Regional,Finland,Europe,single-species,Somateria mollissima,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Productivity,All,Bag total,NA,Sex bias,Bias,"initially male skewed pop, male bias in harvest (male bias pop), propo juvs decline in age bag",No,VU,Yes,Negative,Male/Juv,NA,NA,NA,Yes
M122,Aim<e9>e,Evidence for synergistic cumulative impacts of marking and hunting in a wildlife species,"LeTourneux, F.",2022,Journal of Applied Ecology,NA,Regional,Canada,North America,single-species,Chen caerulescens atlantica,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,Harvest rate,all/combination,NA,Negative,"survival similar pre and post hunting regulation, but collared birds survival lower than non-collared, and lowered further when hunting regulations more liberalised",No,Surv,Yes,Negative,collar,NA,NA,NA,Yes
M123,Aim<e9>e,Learning from long time series of harvest and population data: Swedish lessons for European goose management,"Liljeback, N.",2021,Wildlife Biology,Overwinter,National,Sweden,Europe,multi-species,Anser anser,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,Population count,Bag total,NA,NA,Neutral,"increase harvest rate 9% over time period, no relationship between expoential pop increase and harvest rate of preceding year",Yes,Abun,No,Neutral,NA,NA,NA,NA,Yes
M123,Aim<e9>e,Learning from long time series of harvest and population data: Swedish lessons for European goose management,"Liljeback, N.",2021,Wildlife Biology,Overwinter,National,Sweden,Europe,multi-species,Anser anser,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,Population count,Bag total,NA,NA,Neutral,"increase harvest rate 9% over time period, no relationship between expoential pop increase and harvest rate of preceding year",Yes,HR,No,Neutral,NA,NA,NA,NA,Yes
M123,Aim<e9>e,Learning from long time series of harvest and population data: Swedish lessons for European goose management,"Liljeback, N.",2021,Wildlife Biology,Overwinter,National,Sweden,Europe,multi-species,Branta canadensis,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,Population count,Bag total,NA,NA,Negative,exponential rate of increase in october count negatively related to harvest rate in preceding year,Yes,Abun,Yes,Negative,previous HR,NA,NA,NA,Yes
